Student_ID,First_Name,Last_Name,Email,Major,Title,Number_of_Skills,Salary,Salary_Range,GPA,GPA_Range,Graduated,Algorithm Development,Creativity,AI Ethics and Governance,API Development,Curiosity,Project Management,Business Acumen,Communication,AI Frameworks and Libraries,IoT Integration,Cloud Computing,Programming Languages,Big Data Technologies,Ethical Considerations,Data Analysis,Computer Vision,Software Engineering Principles,Market Analysis,Adaptability,Data Visualization,Edge Computing,Natural Language Processing (NLP),Problem-Solving,Robotics,Database Management,Data Engineering,Model Training and Evaluation,ETL Processes,Deep Learning,DevOps,Presentation Skills,Collaboration,Machine Learning Algorithms,Leadership,Critical Thinking,Data Preprocessing,Data-Driven Decision Making,Attention to Detail,Programming,Salary_Binned
905685523,Donald,Brown,Donald.Brown000@mymdc.net,0,1,30,88372,0,2.35,3,True,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,60k-90k
242914192,Sheryl,Graham,Sheryl.Graham000@mymdc.net,0,0,3,80472,0,2.36,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,60k-90k
555493354,Meagan,Ramos,Meagan.Ramos000@mymdc.net,1,2,22,73452,1,2.47,3,True,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,60k-90k
416154989,Roger,Webb,Roger.Webb000@mymdc.net,0,6,16,93317,0,2.45,3,True,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,90k-120k
369164625,William,Wilson,William.Wilson000@mymdc.net,1,5,22,72510,1,3.03,2,True,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,60k-90k
925978663,Colton,Pratt,Colton.Pratt000@mymdc.net,1,8,30,75223,1,2.93,1,True,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,60k-90k
397236565,Linda,Branch,Linda.Branch000@mymdc.net,1,5,19,79253,1,2.98,1,True,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,60k-90k
228872618,Kevin,Sullivan,Kevin.Sullivan000@mymdc.net,1,4,23,86978,0,2.43,3,True,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,60k-90k
447864323,Tara,Carroll,Tara.Carroll000@mymdc.net,0,0,11,91794,0,3.97,0,True,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,90k-120k
562133880,Brittany,Davies,Brittany.Davies000@mymdc.net,0,9,36,96024,0,2.36,3,True,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,90k-120k
340431025,Jacob,Dawson,Jacob.Dawson000@mymdc.net,0,1,24,96402,0,2.93,1,True,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,90k-120k
706637046,Holly,Gray,Holly.Gray000@mymdc.net,1,4,35,76208,1,3.23,2,True,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,60k-90k
670373087,Tracey,Collins,Tracey.Collins000@mymdc.net,1,5,17,82552,0,3.01,2,True,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,60k-90k
779539531,Michael,Oneal,Michael.Oneal000@mymdc.net,0,9,9,109421,0,3.5,2,True,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,90k-120k
519921441,Oscar,Perez,Oscar.Perez000@mymdc.net,1,7,12,92204,0,2.68,1,True,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,90k-120k
708562633,Henry,Roberts,Henry.Roberts000@mymdc.net,0,1,10,80350,0,3.94,0,True,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,60k-90k
966848006,Amy,Porter,Amy.Porter000@mymdc.net,1,5,22,86657,0,2.05,3,True,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,60k-90k
547773425,Jacqueline,Little,Jacqueline.Little000@mymdc.net,1,7,16,84996,0,3.46,2,True,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,60k-90k
142841163,Sandra,Knight,Sandra.Knight000@mymdc.net,0,0,31,82365,0,2.6,1,True,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,60k-90k
241929186,Jamie,Smith,Jamie.Smith000@mymdc.net,1,8,34,76405,1,3.21,2,True,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,60k-90k
769686087,Collin,Hoffman,Collin.Hoffman000@mymdc.net,1,7,19,82277,0,2.06,3,True,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,60k-90k
984935619,Jodi,Fuentes,Jodi.Fuentes000@mymdc.net,1,5,12,90289,0,2.54,1,True,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,90k-120k
445266443,Natasha,Moore,Natasha.Moore000@mymdc.net,0,6,28,95757,0,3.61,0,True,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,90k-120k
905371511,Lucas,Williams,Lucas.Williams000@mymdc.net,0,6,37,98771,0,3.21,2,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,90k-120k
975875767,Dylan,Green,Dylan.Green000@mymdc.net,1,7,10,69273,1,3.17,2,True,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,60k-90k
528499478,Donald,King,Donald.King000@mymdc.net,1,2,6,70315,1,2.64,1,True,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,60k-90k
228872618,Kevin,Sullivan,Kevin.Sullivan000@mymdc.net,1,4,23,86978,0,2.43,3,True,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,60k-90k
878205283,Jennifer,Jacobson,Jennifer.Jacobson000@mymdc.net,0,0,7,81106,0,2.86,1,True,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,60k-90k
191397566,Julie,White,Julie.White000@mymdc.net,0,9,38,105814,0,2.28,3,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,90k-120k
875807588,Andrew,Murphy,Andrew.Murphy000@mymdc.net,0,6,1,103663,0,3.27,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,90k-120k
771804616,Karen,White,Karen.White000@mymdc.net,0,1,23,94667,0,3.02,2,True,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,90k-120k
141738760,Deborah,Porter,Deborah.Porter000@mymdc.net,0,9,11,106784,0,3.93,0,True,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,90k-120k
325517454,Ashley,Shelton,Ashley.Shelton000@mymdc.net,1,8,30,87631,0,2.46,3,True,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,60k-90k
661187766,Thomas,Rodriguez,Thomas.Rodriguez000@mymdc.net,1,4,23,65031,1,2.08,3,True,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,60k-90k
771636322,Joan,Giles,Joan.Giles000@mymdc.net,0,0,28,97219,0,2.88,1,True,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,90k-120k
830694727,Joshua,Hoover,Joshua.Hoover000@mymdc.net,1,7,18,80429,0,3.58,0,True,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,60k-90k
347963354,Joseph,Phillips,Joseph.Phillips000@mymdc.net,1,7,21,78961,1,3.65,0,True,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,60k-90k
470117583,Heather,Reese,Heather.Reese000@mymdc.net,0,9,35,107344,0,2.52,1,True,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,90k-120k
212563410,Robert,Richardson,Robert.Richardson000@mymdc.net,0,1,9,85735,0,2.81,1,True,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,60k-90k
724178879,Joe,Larson,Joe.Larson000@mymdc.net,0,6,23,95284,0,3.72,0,True,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,90k-120k
221428436,Rebecca,Wolf,Rebecca.Wolf000@mymdc.net,0,1,15,87890,0,2.35,3,True,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,60k-90k
519921441,Oscar,Perez,Oscar.Perez000@mymdc.net,1,7,12,92204,0,2.68,1,True,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,90k-120k
564766822,Ronald,Kirk,Ronald.Kirk000@mymdc.net,0,3,31,105733,0,2.69,1,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,90k-120k
285582264,Dave,Hoffman,Dave.Hoffman000@mymdc.net,1,7,37,70721,1,3.13,2,True,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,60k-90k
913578422,Manuel,Oneal,Manuel.Oneal000@mymdc.net,0,1,36,92581,0,3.19,2,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,90k-120k
718954885,Daniel,Mullins,Daniel.Mullins000@mymdc.net,0,3,30,98629,0,3.15,2,True,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,90k-120k
340431025,Jacob,Dawson,Jacob.Dawson000@mymdc.net,0,1,24,96402,0,2.93,1,True,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,90k-120k
858665911,Lisa,Kelly,Lisa.Kelly000@mymdc.net,0,3,25,81522,0,2.66,1,True,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,60k-90k
473856996,Rose,Gamble,Rose.Gamble000@mymdc.net,0,6,20,104095,0,2.55,1,True,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,90k-120k
122982930,Ashley,Shepard,Ashley.Shepard000@mymdc.net,0,3,25,102294,0,2.88,1,True,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,90k-120k
878849562,Brandon,Kelly,Brandon.Kelly000@mymdc.net,0,3,3,107805,0,3.64,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,90k-120k
799607988,Lisa,Vaughn,Lisa.Vaughn000@mymdc.net,0,9,31,94909,0,3.4,2,True,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,90k-120k
577353509,Troy,Jordan,Troy.Jordan000@mymdc.net,1,4,29,72842,1,2.13,3,True,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,60k-90k
677542629,Patricia,Solis,Patricia.Solis000@mymdc.net,0,3,5,100545,0,2.73,1,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90k-120k
141738760,Deborah,Porter,Deborah.Porter000@mymdc.net,0,9,11,106784,0,3.93,0,True,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,90k-120k
605418453,Wanda,Fitzgerald,Wanda.Fitzgerald000@mymdc.net,0,9,13,96542,0,3.51,0,True,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,90k-120k
851656260,Jennifer,Gonzalez,Jennifer.Gonzalez000@mymdc.net,1,2,13,78449,1,3.06,2,True,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,60k-90k
249261701,Melissa,Walker,Melissa.Walker000@mymdc.net,0,9,5,96118,0,2.45,3,True,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,90k-120k
122982930,Ashley,Shepard,Ashley.Shepard000@mymdc.net,0,3,25,102294,0,2.88,1,True,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,90k-120k
659243861,Alice,Davis,Alice.Davis000@mymdc.net,1,7,38,76411,1,3.71,0,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,60k-90k
678944605,Deborah,Welch,Deborah.Welch000@mymdc.net,1,7,3,77429,1,2.96,1,True,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60k-90k
667117575,Alexander,Austin,Alexander.Austin000@mymdc.net,0,3,22,108824,0,2.62,1,True,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,90k-120k
898327935,Pamela,Hall,Pamela.Hall000@mymdc.net,0,1,25,98734,0,2.61,1,True,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,90k-120k
996447810,Justin,Oconnor,Justin.Oconnor000@mymdc.net,0,1,32,93162,0,2.92,1,True,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,90k-120k
727718017,Zachary,Collins,Zachary.Collins000@mymdc.net,0,0,17,94085,0,3.19,2,True,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,90k-120k
886794942,Heather,Thompson,Heather.Thompson000@mymdc.net,1,2,9,71506,1,3.43,2,True,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,60k-90k
198598602,Beverly,Hogan,Beverly.Hogan000@mymdc.net,0,9,1,96852,0,2.85,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90k-120k
708411102,Debra,Oconnell,Debra.Oconnell000@mymdc.net,1,7,21,71384,1,3.29,2,True,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,60k-90k
455886449,Gabriella,Bryant,Gabriella.Bryant000@mymdc.net,0,0,28,85381,0,3.06,2,True,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,60k-90k
875807588,Andrew,Murphy,Andrew.Murphy000@mymdc.net,0,6,1,103663,0,3.27,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,90k-120k
289444203,Audrey,Barron,Audrey.Barron000@mymdc.net,1,8,27,86702,0,2.82,1,True,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,60k-90k
228872618,Kevin,Sullivan,Kevin.Sullivan000@mymdc.net,1,4,23,86978,0,2.43,3,True,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,60k-90k
198598602,Beverly,Hogan,Beverly.Hogan000@mymdc.net,0,9,1,96852,0,2.85,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90k-120k
708562633,Henry,Roberts,Henry.Roberts000@mymdc.net,0,1,10,80350,0,3.94,0,True,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,60k-90k
704714463,Brian,Brooks,Brian.Brooks000@mymdc.net,0,3,3,99803,0,2.2,3,True,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,90k-120k
517164363,Vicki,Levy,Vicki.Levy000@mymdc.net,0,9,34,95477,0,3.04,2,True,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,90k-120k
673839625,Jeremy,Long,Jeremy.Long000@mymdc.net,0,1,34,80051,0,2.72,1,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,60k-90k
473856996,Rose,Gamble,Rose.Gamble000@mymdc.net,0,6,20,104095,0,2.55,1,True,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,90k-120k
727718017,Zachary,Collins,Zachary.Collins000@mymdc.net,0,0,17,94085,0,3.19,2,True,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,90k-120k
112174468,Wesley,Daniel,Wesley.Daniel000@mymdc.net,0,1,24,105332,0,3.91,0,True,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,90k-120k
